Business / DBA Name,Legal Entity Name,Street Address,City,State,ZIP Code,NAICS Code,Industry Category,Entity Type,Permit Issue Date,MSSP Regulatory Sales Hook
MARITZA C RIVERA,MARITZA C RIVERA,10622 TENNETA DR,HOUSTON,TX,77099,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2025-06-20T00:00:00.000,Supply Chain / Port Operations Business Continuity
"MARQUEZ BROTHERS TEXAS I, INC.","MARQUEZ BROTHERS TEXAS I, INC.",8207 NORTH LOOP E STE 200,HOUSTON,TX,77029,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2011-07-02T00:00:00.000,Supply Chain / Port Operations Business Continuity
MATT SMITH L.L.C.,MATT SMITH L.L.C.,2400 YORKTOWN ST APT 27,HOUSTON,TX,77056,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2024-08-05T00:00:00.000,Supply Chain / Port Operations Business Continuity
MEJIA READY MIX,CARLOS E MEJIA,8610 ANACORTES ST,HOUSTON,TX,77061,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2013-04-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
MENDOZA HAUL SERVICES LLC,MENDOZA HAUL SERVICES LLC,9434 MISTY VALE LN,HOUSTON,TX,77075,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-02-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
MER-COMPASS LOGISTICS LLC,MER-COMPASS LOGISTICS LLC,3120 SOUTHWEST FWY STE 101,HOUSTON,TX,77098,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2024-11-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
MEYER PARK STORAGE CENTER,"LUEL PARTNERSHIP, LTD.",9505 MEYER FOREST DR,HOUSTON,TX,77096,493000,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PL,2004-05-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
"MFS FLEET, INC.","MFS FLEET, INC.",330 GREENS LANDING DR,HOUSTON,TX,77038,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2017-07-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
MICA INVESTMENT GROUP LLC,MICA INVESTMENT GROUP LLC,902 HIDDEN VALLEY DR,HOUSTON,TX,77088,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-07-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
MID WEST AUTO STORAGE,"MID WEST AUTO STORAGE, INC",9520 S KIRKWOOD RD,HOUSTON,TX,77099,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2012-03-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
"MILAM STREET AUTO STORAGE, INC.","MILAM STREET AUTO STORAGE, INC.",2305 LYONS AVE,HOUSTON,TX,77020,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2015-01-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
MILLER & SON WRECKER SERVICE & STORAGE,TERRI L MILLER,7200 EASTEX FWY,HOUSTON,TX,77093,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type IS,2019-07-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
MINETTA AUTO SALES,MINETTA AUTO STORAGE LLC,14635 MINETTA ST,HOUSTON,TX,77035,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2025-05-22T00:00:00.000,Supply Chain / Port Operations Business Continuity
ML HERNANDEZ  LLC,ML HERNANDEZ  LLC,614 KRESS ST,HOUSTON,TX,77020,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2019-10-22T00:00:00.000,Supply Chain / Port Operations Business Continuity
MLW INTERESTS LLP,JOHN LINES ET AL,5631 BRYSTONE DR,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PI,2009-05-20T00:00:00.000,Supply Chain / Port Operations Business Continuity
MONTERREY TRANS LLC,MONTERREY TRANS LLC,10318 VALENCIA DR,HOUSTON,TX,77013,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2021-10-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
MOVING SERVICE SOLUTIONS,MOVING SERVICE SOLUTIONS  LLC,5301 POLK ST BLDG 14,HOUSTON,TX,77023,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-04-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
MPACT INVESTMENT SOLUTIONS LLC,MPACT INVESTMENT SOLUTIONS LLC,16203 CORSAIR RD,HOUSTON,TX,77053,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-03-20T00:00:00.000,Supply Chain / Port Operations Business Continuity
MYG LOGISTICS LLC,MYG LOGISTICS LLC,6922 WERNER ST,HOUSTON,TX,77076,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-04-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
NC TEXAS,NCT MOVING SERVICES,9010 W LITTLE YORK RD,HOUSTON,TX,77040,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2011-01-13T00:00:00.000,Supply Chain / Port Operations Business Continuity
NCT MOVING SERVICES,NCT MOVING SERVICES,3700 CLAYMOORE PARK DR STE 160,HOUSTON,TX,77043,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2026-06-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
"NEOVIA LOGISTICS SERVICES, LLC","NEOVIA LOGISTICS SERVICES, LLC",16415 JACINTOPORT BLVD,HOUSTON,TX,77015,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2026-07-27T00:00:00.000,Supply Chain / Port Operations Business Continuity
"NEXUS DISPOSAL, L.L.C.","NEXUS DISPOSAL, L.L.C.",6131 THOMAS RD,HOUSTON,TX,77041,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2015-04-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"NGUYEN LOGISTICS, INC","NGUYEN LOGISTICS, INC",8326 SOLEDAD DR,HOUSTON,TX,77083,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2022-08-02T00:00:00.000,Supply Chain / Port Operations Business Continuity
NORTH LOOP SELF STORAGE,"NORTH LOOP STORAGE, LP",1440 NORTH LOOP,HOUSTON,TX,77009,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PL,2012-01-11T00:00:00.000,Supply Chain / Port Operations Business Continuity
NORTHERN GULF SERVICES LLC,NORTHERN GULF SERVICES LLC,6231 KEYKO ST,HOUSTON,TX,77041,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2025-02-27T00:00:00.000,Supply Chain / Port Operations Business Continuity
NORTHWOOD FOREST STORE & LOCK,"FOREST STORE & LOCK, LTD.",12245 NORTHWOOD FOREST DR,HOUSTON,TX,77039,493000,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PL,1996-02-27T00:00:00.000,Supply Chain / Port Operations Business Continuity
"NR MOVING & INSTALLATION, LLC","NR MOVING & INSTALLATION, LLC",5443 LAUREL CREEK WAY,HOUSTON,TX,77017,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-06-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
"OLSON BROS. MANAGEMENT, LLC","OLSON BROS. MANAGEMENT, LLC",7807 LONG POINT RD STE 200,HOUSTON,TX,77055,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2010-05-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
ONE LIFT PARTNERS LLC,ONE LIFT PARTNERS LLC,7670 WOODWAY DR STE 230,HOUSTON,TX,77063,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2024-03-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
ONE SOURCE LOGISTICS LLC,SASCHA JORDAN,340 N SAM HOUSTON PKWY E STE A255,HOUSTON,TX,77060,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2019-02-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
OROZCO'S AUTOMOTIVE & STORAGE LLC,OROZCO'S AUTOMOTIVE & STORAGE LLC,3651 JENSEN DR,HOUSTON,TX,77026,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2013-10-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
OSAGE TRANSPORTATION INC,"OSAGE TRANSPORTATION, INC.",13833 GARRETT RD,HOUSTON,TX,77044,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2025-06-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
OTW ON THE WAY EXPRESS LLC,OTW ON THE WAY EXPRESS LLC,3806 BRIDGEDALE DR,HOUSTON,TX,77039,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2022-12-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
OVERNITE SERVICE CENTER,"TFORCE FREIGHT, INC.",2525 CAVALCADE ST,HOUSTON,TX,77026,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),1993-10-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
PACK IT MOVERS,"J. LAURUS, LLC.",12805 WESTHEIMER RD,HOUSTON,TX,77077,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2017-05-22T00:00:00.000,Supply Chain / Port Operations Business Continuity
"PALLETIZED TRUCKING, INC.","PALLETIZED TRUCKING, INC.",2001 COLLINGSWORTH ST,HOUSTON,TX,77009,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,1984-07-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
PARKSON SHIPPING INC,PARKSON SHIPPING INC,1320 ALMEDA GENOA RD,HOUSTON,TX,77047,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2024-09-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
"PASADENA IMPOUND, LLC","PASADENA IMPOUND, LLC",8000 GALVESTON RD,HOUSTON,TX,77034,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2023-05-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
PATTERSON LOGISTICS SERVICES,"PATTERSON LOGISTICS SERVICES, INC.",6300 W BY NORTHWEST BLVD,HOUSTON,TX,77040,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2007-10-12T00:00:00.000,Supply Chain / Port Operations Business Continuity
"PERFORMANCE TRANSPORTATION, LLC","PERFORMANCE TRANSPORTATION, LLC",6855 BUSINESS PARK DR,HOUSTON,TX,77041,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Corporation / Corporate Entity,2017-12-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
PINEMONT AUTO STORAGE,DALTON COLLISION CENTER LLC,3810 PINEMONT DR,HOUSTON,TX,77018,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2018-12-13T00:00:00.000,Supply Chain / Port Operations Business Continuity
PINPOINT MOVERS,"PINPOINT MOVERS, LLC",7100 REGENCY SQUARE BLVD STE 199,HOUSTON,TX,77036,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2021-04-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
PIONEER CONTRACT SERVICES,"PIONEER CONTRACT SERVICES, INC.",8090 KEMPWOOD DR,HOUSTON,TX,77055,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,1989-05-01T00:00:00.000,Supply Chain / Port Operations Business Continuity
PRECISE INSTRUMENTS INC,PRECISE INSTRUMENTS INC,1402 HEATHWOOD DR,HOUSTON,TX,77077,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2025-07-24T00:00:00.000,Supply Chain / Port Operations Business Continuity
PRECISE INSTRUMENTS INC,PRECISE INSTRUMENTS INC,2801 WALNUT BEND LN APT 124,HOUSTON,TX,77042,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2025-07-24T00:00:00.000,Supply Chain / Port Operations Business Continuity
PRECISION DRILLING HOLDINGS COMPANY,PRECISION DRILLING HOLDINGS COMPANY,10350 RICHMOND AVE STE 700,HOUSTON,TX,77042,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2012-07-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
"PREMIER HAULING SOLUTIONS, LLC",PREMIER HAULING SOLUTIONS LLC,413 GRACE ST,HOUSTON,TX,77003,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-02-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
PRO DELIVERY SERVICES LLC,PRO DELIVERY SERVICES LLC,1201 FANNIN ST,HOUSTON,TX,77002,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-08-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
PUENTE TRANSPORTS LLC,PUENTE TRANSPORTS LLC,8209 CONSTELLATION LN,HOUSTON,TX,77075,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2024-10-08T00:00:00.000,Supply Chain / Port Operations Business Continuity
QUALITAS OILFIELD SERVICES INC.,QUALITAS OILFIELD SERVICES INC.,12329 CUTTEN RD,HOUSTON,TX,77066,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2015-12-03T00:00:00.000,Supply Chain / Port Operations Business Continuity
"QUALITY CARRIERS, INC.","QUALITY CARRIERS, INC.",2700 APPELT DR,HOUSTON,TX,77015,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2025-06-24T00:00:00.000,Supply Chain / Port Operations Business Continuity
QUANTUM AUTOMOTIVE RECEIVABLES III INCORPORATED,QUANTUM AUTOMOTIVE RECEIVABLES III INCORPORATED,9228 WINDFERN RD,HOUSTON,TX,77064,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2012-02-07T00:00:00.000,Supply Chain / Port Operations Business Continuity
QUICK WASTE SERVICES,"QUICK WASTE SERVICES, LLC",12222 ALMEDA GENOA RD,HOUSTON,TX,77034,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2019-01-25T00:00:00.000,Supply Chain / Port Operations Business Continuity
R MUNGUIA TRUCKING,RAFAEL A MUNGUIA,6526 BIRDWOOD RD,HOUSTON,TX,77074,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2026-07-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
R V I TOWING & RECOVERY LLC,R V I TOWING & RECOVERY LLC,12102 UNISON RD,HOUSTON,TX,77044,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2025-07-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
R&A TRANSPORT INC,"R&A TRANSPORT, INC.",551 WOOD MIST DR,HOUSTON,TX,77013,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2001-12-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
RAMOS READY MIX LLC,RAMOS READY MIX LLC,8806 LIVINGS ST,HOUSTON,TX,77028,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2022-05-03T00:00:00.000,Supply Chain / Port Operations Business Continuity
RANON INC,RANON INC,9353 CENTER POINT DR,HOUSTON,TX,77054,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2023-07-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
"RAZZAQ LOGISTICS SERVICES, LLC","RAZZAQ LOGISTICS SERVICES, LLC",2609 BLODGETT ST,HOUSTON,TX,77004,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-07-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
REALITY LOGISTICS LLC,REALITY LOGISTICS LLC,6230 EVERGREEN ST STE H,HOUSTON,TX,77081,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-09-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
REBEL'S FREIGHT LLC,REBEL'S FREIGHT LLC,8001 HERSHE ST,HOUSTON,TX,77029,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2023-07-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
REDBOX+ DUMPSTERS OF HOUSTON WEST,JBKB VENTURES INC.,6720 1/2 RENA ST,HOUSTON,TX,77092,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2025-10-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
RIDESHARE,MATTHEW ABID,10100 WESTPARK DR APT 6,HOUSTON,TX,77042,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2026-05-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
RIGMORE LLC,RIGMORE LLC,2425 BROAD ST,HOUSTON,TX,77087,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2023-10-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
RNR NET LOGISTICS LLC,RNR NET LOGISTICS LLC,700 SMITH ST # 61070,HOUSTON,TX,77002,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2020-05-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
ROAD HOG LOGISTICAL SERVICES INCORPORATED,ROAD HOG LOGISTICAL SERVICES INCORPORATED,13715 BERRY SPRINGS DR,HOUSTON,TX,77070,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2024-03-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
"ROADRUNNER, LTD.","ROADRUNNER, LTD.",12425 CHIMNEY ROCK RD,HOUSTON,TX,77035,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type PL,1984-07-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
ROADSIDEN LLC,ROADSIDEN LLC,440 LOUISIANA ST STE 900,HOUSTON,TX,77002,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2023-03-30T00:00:00.000,Supply Chain / Port Operations Business Continuity
ROMAR UNLIMITED INC.,ROMAR UNLIMITED INC.,5925 ALMEDA RD UNIT 11009,HOUSTON,TX,77004,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2021-09-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
ROVINCE INTERNATIONAL CORP.,ROVINCE INTERNATIONAL CORP.,7255 AVENUE N,HOUSTON,TX,77011,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2021-03-24T00:00:00.000,Supply Chain / Port Operations Business Continuity
RSC TRUCKING LLC,RODOLFO SANCHEZ JR,14426 MAISEMORE RD,HOUSTON,TX,77015,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2025-01-25T00:00:00.000,Supply Chain / Port Operations Business Continuity
RT LOGISTIC SOLUTIONS LLC,RT LOGISTIC SOLUTIONS LLC,5823 VINEMONT LN,HOUSTON,TX,77084,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2022-06-22T00:00:00.000,Supply Chain / Port Operations Business Continuity
RUAN TRANSPORT CORPORATION,RUAN TRANSPORT CORPORATION,3000 WASHINGTON AVE,HOUSTON,TX,77007,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2023-08-07T00:00:00.000,Supply Chain / Port Operations Business Continuity
"RYDER INTEGRATED LOGISTICS, INC.","RYDER INTEGRATED LOGISTICS, INC.",4543 POST OAK PLACE ST 105,HOUSTON,TX,77027,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2016-07-07T00:00:00.000,Supply Chain / Port Operations Business Continuity
"RYDER INTEGRATED LOGISTICS, INC.","RYDER INTEGRATED LOGISTICS, INC.",9611 TELGE RD,HOUSTON,TX,77095,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2016-07-07T00:00:00.000,Supply Chain / Port Operations Business Continuity
S&S SOLID CONCRETE,S&S SOLID CONCRETE LLC,13614 CANEY SPRINGS LN,HOUSTON,TX,77044,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-08-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
SAFE-KEEPING SELF STORAGE PARKER,"REDDY PARTNERSHIP/PARKER ROAD STORAGE, LP",430 W PARKER RD,HOUSTON,TX,77091,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PL,2006-11-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
SAFESITE INC,"SAFESITE, INC.",10303 REGAL ROW,HOUSTON,TX,77040,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2007-01-24T00:00:00.000,Supply Chain / Port Operations Business Continuity
"SANDBOX TRANSPORTATION, LLC","SANDBOX TRANSPORTATION, LLC",1301 MCKINNEY ST,HOUSTON,TX,77010,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2019-11-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
SANTA RITA TRANSPORTATION,SANTA RITA TRANSPORTATION LLC,8821 E ALMEDA ST,HOUSTON,TX,77054,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2023-08-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
SAVAGE INFRASTRUCTURE,SAVAGE INFRASTRUCTURE LLC,1914 HADEN RD,HOUSTON,TX,77015,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Corporation / Corporate Entity,2025-07-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
SCHULL BULK STORAGE LLC,SCHULL BULK STORAGE LLC,6800 PINE VISTA LN,HOUSTON,TX,77092,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2014-09-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
SERVICE TRANSPORT CO,SERVICE TRANSPORT COMPANY,7900 ALMEDA GENOA RD,HOUSTON,TX,77075,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2024-12-11T00:00:00.000,Supply Chain / Port Operations Business Continuity
SIVAD HOLDINGS INC,SIVAD HOLDINGS INC,4621 GASMER DR,HOUSTON,TX,77035,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2023-07-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
SLL TRANSPORTATION,WALTER ARCIDES ORELLANA,14000 S POST OAK RD STE 506,HOUSTON,TX,77045,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2021-10-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
SMART WAREHOUSING LLC,"SMART WAREHOUSING, LLC",8790 WALLISVILLE RD,HOUSTON,TX,77029,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2025-06-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
SOLIDARITY TRANSPORTATION SERVICES LLC,SOLIDARITY TRANSPORTATION SERVICES LLC,17307 DEEP PRAIRIE DR,HOUSTON,TX,77095,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-02-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
SORB-ALL CO,THOMASON FAMILY CORPORATION,2300 NANCE ST,HOUSTON,TX,77020,484200,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,1986-07-07T00:00:00.000,Supply Chain / Port Operations Business Continuity
SOUTH BOW TERMINALS LLC,SOUTH BOW TERMINALS LLC,7101 MILLER ROAD 2,HOUSTON,TX,77049,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2015-06-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
"SOUTH HOUSTON IMPOUND, LLC","SOUTH HOUSTON IMPOUND, LLC",8000 GALVESTON RD,HOUSTON,TX,77034,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2020-09-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
SOUTHEASTERN FREIGHT LINES,"SOUTHEASTERN FREIGHT LINES, LLC",9100 W HARDY RD,HOUSTON,TX,77022,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Corporation / Corporate Entity,2016-10-07T00:00:00.000,Supply Chain / Port Operations Business Continuity
"SOUTHEASTERN FREIGHT LINES, LLC","SOUTHEASTERN FREIGHT LINES, LLC",7313 E OREM DR,HOUSTON,TX,77075,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Corporation / Corporate Entity,2013-03-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
SPACE CITY SERVICES,"SCHST, LLC",12214 AQUEDUCT RD,HOUSTON,TX,77044,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Corporation / Corporate Entity,2023-10-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
"SPARTAN METALS, LLC","SPARTAN METALS, LLC",12112 ALMEDA RD BLDG F,HOUSTON,TX,77045,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-09-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
"SPLASH TRANSPORT, INC.","SPLASH TRANSPORT, INC.",2400 HOLLY HALL ST,HOUSTON,TX,77054,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2011-01-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
SPLS LLC,HARPRIT SINGH,13100 WORTHAM CENTER DR STE 314,HOUSTON,TX,77065,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2026-09-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
SQUARE COW MOOVERS LLC,SQUARE COW MOOVERS LLC,4611 KATY FWY,HOUSTON,TX,77007,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-01-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
STACKET,SAB FULFILLMENT INC,17440 W LITTLE YORK RD STE A,HOUSTON,TX,77084,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2023-06-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
