Business / DBA Name,Legal Entity Name,Street Address,City,State,ZIP Code,NAICS Code,Industry Category,Entity Type,Permit Issue Date,MSSP Regulatory Sales Hook
ATC AUTO STORAGE LLC,ATC AUTO STORAGE LLC,6021 ALMEDA GENOA RD,HOUSTON,TX,77048,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2026-06-30T00:00:00.000,Supply Chain / Port Operations Business Continuity
"ATLAS TUBULAR, LLC","ATLAS TUBULAR, LLC",11200 MESA DR,HOUSTON,TX,77078,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2015-03-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
AUTO YUSUFAITH,"AUTO YUSUFAITH, LLC",11711 BEDFORD ST STE 2,HOUSTON,TX,77031,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-08-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
"AVERITT EXPRESS, INC.","AVERITT EXPRESS, INC.",14070 JOHN F KENNEDY BLVD,HOUSTON,TX,77032,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2006-06-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
AVIPAL SQUARE LLC,AVIPAL SQUARE LLC,10018 TANNER RD,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2026-09-15T00:00:00.000,Supply Chain / Port Operations Business Continuity
B INTERNATIONAL TRADE AND LOGISTIC LLC,B. INTERNATIONAL TRADE AND LOGISTIC LLC,9756A VETERANS MEMORIAL DR,HOUSTON,TX,77038,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2026-01-31T00:00:00.000,Supply Chain / Port Operations Business Continuity
BACKYARD STORAGE SOLUTIONS - 95,"SOURCE CAPITAL BACKYARD, LLC",16518 ALDINE WESTFIELD RD STE B,HOUSTON,TX,77032,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2022-05-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
BAP AMERICAN LOGISTICS LLC,BAP AMERICAN LOGISTICS LLC,1721 GREENHOUSE RD APT 447,HOUSTON,TX,77084,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-03-25T00:00:00.000,Supply Chain / Port Operations Business Continuity
BARBA TRANSPORT LLC,BARBA TRANSPORT LLC,7837 LAURA KOPPE RD,HOUSTON,TX,77028,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2022-10-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
BART LANE STORAGE LLC,BART LANE STORAGE LLC,8645 BART LN,HOUSTON,TX,77040,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2022-07-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
"BASIC LOGISTICS, INC.","BASIC LOGISTICS, INC.",7410 MILLER ROAD 2,HOUSTON,TX,77049,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2012-02-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
BATESVILLE LOGISTICS,"BATESVILLE LOGISTICS, LLC",600 N SHEPHERD DR STE 200,HOUSTON,TX,77007,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Corporation / Corporate Entity,2022-08-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
BEARCREEK AUTO STORAGE #2/BEARCREEK AUTO & REPAIR,MANSOUR SALAMI SHOJAIE,5463 ADDICKS SATSUMA RD,HOUSTON,TX,77084,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type IS,2019-02-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
BEE SAND COMPANY,"TIERRA DE LOS LAGOS, LLC",1502 FELLOWS RD,HOUSTON,TX,77047,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2016-08-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
BELLAIRE-HILLCROFT MINI STORAGE,"EDGEMOOR STORAGE, LTD.",6117 EDGEMOOR DR,HOUSTON,TX,77081,493000,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PF,1999-01-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
BEST AUTO STORAGE,"CANNINO WEST, INC.",1747 ENNIS ST,HOUSTON,TX,77003,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2001-05-07T00:00:00.000,Supply Chain / Port Operations Business Continuity
BEST AUTO STORAGE,"CANNINO WEST, INC.",6125 INDUSTRIAL WAY,HOUSTON,TX,77011,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2012-10-12T00:00:00.000,Supply Chain / Port Operations Business Continuity
BEST BUY #985748,"BEST BUY WAREHOUSING LOGISTICS, LLC",850 GREENS PKWY,HOUSTON,TX,77067,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2019-05-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
BIG MONSTER LOGISTICS LLC,BIG MONSTER LOGISTICS LLC,12602 FM 529 RD,HOUSTON,TX,77041,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-04-22T00:00:00.000,Supply Chain / Port Operations Business Continuity
BOLT TECHNOLOGIES USA INCORPORATED,BOLT TECHNOLOGIES USA INCORPORATED,15655 MILNER RD,HOUSTON,TX,77032,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2023-10-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
"BR539 TRUCKING, LLC","BR539 TRUCKING, LLC",5210 OATES RD,HOUSTON,TX,77013,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2015-10-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
BULLSEYE SELF STORAGE,WAVERLY COURT ASSOCIATES LIMITED PARTNERSHIP,1715 AIRLINE DR,HOUSTON,TX,77009,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PL,1993-05-05T00:00:00.000,Supply Chain / Port Operations Business Continuity
C A P CONCRETE,CARLOS A PALMA,54 HANKLA ST,HOUSTON,TX,77076,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2018-08-08T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CANNINO WEST, INC.","CANNINO WEST, INC.",6125 INDUSTRIAL WAY,HOUSTON,TX,77011,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2012-10-12T00:00:00.000,Supply Chain / Port Operations Business Continuity
CARDINAL GAS STORAGE,"WILLIAMS CARDINAL GAS, LLC",3 RIVERWAY STE 1250,HOUSTON,TX,77056,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2020-04-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
CARDINAL LOGISTICS MANAGEMENT CORPORATION,CARDINAL LOGISTICS MANAGEMENT CORPORATION,6225 W BY NORTHWEST BLVD,HOUSTON,TX,77040,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2024-08-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
CARDINAL LOGISTICS MANAGEMENT CORPORATION,CARDINAL LOGISTICS MANAGEMENT CORPORATION,8204 FAIRBANKS N HOUSTON RD,HOUSTON,TX,77064,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2024-08-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
CARDINAL LOGISTICS MANAGEMENT CORPORATION,CARDINAL LOGISTICS MANAGEMENT CORPORATION,10201 MAIN ST,HOUSTON,TX,77025,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2024-08-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CARGO SPECTRE, LLC","CARGO SPECTRE, LLC",2222 N WAYSIDE DR,HOUSTON,TX,77020,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2017-03-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
CARGOWAYS WAREHOUSING & TRUCKING COMPANY INC.,"CARGOWAYS NATIONWIDE TRANSPORT, INC.",1201 HAHLO ST,HOUSTON,TX,77020,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2012-02-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
CARIGO,MICHAEL CHUKWU OJI,8600 COMMERCE PARK DR,HOUSTON,TX,77036,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2025-11-12T00:00:00.000,Supply Chain / Port Operations Business Continuity
CARISERVE LIMITED,NIGEL WILLIAMS,4232 SOUTH DR,HOUSTON,TX,77053,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type IS,2026-04-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
CASTLE STORAGE,FLORINA GALLEGOS,13836 BONHAM ST,HOUSTON,TX,77015,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type IS,2013-04-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
CESAR FURNITURE RESALE,CESAR A MELENDEZ,530 FRANKIE ST # 1,HOUSTON,TX,77015,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type IS,2023-02-22T00:00:00.000,Supply Chain / Port Operations Business Continuity
CG EXPEDITED SERVICES LLC,CG EXPEDITED SERVICES LLC,440 LOUISIANA ST STE 900,HOUSTON,TX,77002,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-03-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
CHEMPAK INTERNATIONAL INC,"CHEMPAK INTERNATIONAL, INC.",3647 WILLOWBEND BLVD STE 800,HOUSTON,TX,77054,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2007-05-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
CLEVELAND READY MIX LLC,CLEVELAND READY MIX LLC,11705 GLOGER ST,HOUSTON,TX,77039,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2019-06-11T00:00:00.000,Supply Chain / Port Operations Business Continuity
COASTAL CASTING SERVICE,COASTAL CASTING SERVICE,2903 GANO ST,HOUSTON,TX,77009,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,,Supply Chain / Port Operations Business Continuity
COLES CARGO LLC,COLES CARGO LLC,9337 KATY FWY STE B,HOUSTON,TX,77024,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2023-02-08T00:00:00.000,Supply Chain / Port Operations Business Continuity
COLLISION ZONE AUTO STORAGE,COLLUSION ZONE AUTO STORAGE INC,5761 CULLEN BLVD,HOUSTON,TX,77021,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2021-04-30T00:00:00.000,Supply Chain / Port Operations Business Continuity
COMMERCIAL FREIGHT AND INSTALLATION LLC,COMMERCIAL FREIGHT AND INSTALLATION LLC,9801 WESTHEIMER RD STE 300,HOUSTON,TX,77042,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2024-11-13T00:00:00.000,Supply Chain / Port Operations Business Continuity
COMMUNITY SELF-STORAGE III,"COMMUNITY SELF-STORAGE III, LP",2515 WASHINGTON AVE,HOUSTON,TX,77007,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PL,2009-10-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CORE TRANSPORTATION, LLC","CORE TRANSPORTATION, LLC",11202 CORDOBA DR,HOUSTON,TX,77038,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2013-11-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CORE TRANSPORTATION, LLC","CORE TRANSPORTATION, LLC",1212 BAMMEL RD,HOUSTON,TX,77073,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2019-10-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CORPORATE RELOCATORS, LLC","CORPORATE RELOCATORS, LLC",82 LEGEND LN,HOUSTON,TX,77024,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2019-05-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CRATEWORKS, INCORPORATED","CRATEWORKS, INCORPORATED",1302 WAUGH DR # PMB461,HOUSTON,TX,77019,484210,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2002-05-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
CREATING LOGISTIC SERVICES LLC,CREATING LOGISTIC SERVICES LLC,440 LOUISIANA ST STE 900,HOUSTON,TX,77002,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-11-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CROSSCOUNTRY FREIGHT SOLUTIONS, INC.","CROSSCOUNTRY FREIGHT SOLUTIONS, INC.",3340 GREENS RD,HOUSTON,TX,77032,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2026-03-03T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CRYOGENE, INC.","CRYOGENE, INC.",9300 KIRBY DR STE 200,HOUSTON,TX,77054,493120,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2021-12-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
CS TRUCK LLC,CS TRUCK LLC,12323 WELLAND DR,HOUSTON,TX,77031,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-02-02T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CTJ VACUUM SERVICE, LLC","CTJ VACUUM SERVICE, LLC",5206 PENFIELD LN,HOUSTON,TX,77021,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2014-01-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
CUBE-SR TRUCKING LLC,CUBE-SR TRUCKING LLC,6305 BROOKFIELD DR,HOUSTON,TX,77085,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2021-08-13T00:00:00.000,Supply Chain / Port Operations Business Continuity
"CUSTOM TRANSFER SOLUTIONS, LLC","CUSTOM TRANSFER SOLUTIONS, LLC",1127 ELDRIDGE PKWY STE 300-304,HOUSTON,TX,77077,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2021-07-08T00:00:00.000,Supply Chain / Port Operations Business Continuity
D&T INTERNATIONAL LLC,D&T INTERNATIONAL LLC,10141 VETERANS MEMORIAL DR,HOUSTON,TX,77038,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2026-04-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
DART TRUCKING COMPANY,"DART TRUCKING COMPANY, INC.",2604 CANADA DRY ST,HOUSTON,TX,77023,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Foreign Corporation (Out-of-State),2014-04-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
DAVID & SON STORAGE,LJ BOLES AND DAVID BOLES,11946 ALDINE WESTFIELD RD,HOUSTON,TX,77093,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PI,2020-12-09T00:00:00.000,Supply Chain / Port Operations Business Continuity
DEMI US LLC,DEMI US LLC,6401 N ELDRIDGE PKWY BLDG R,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2024-04-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
DIXIE AUTO SALES,"DIXIE PRO AUTO STORAGE, LLC",6624 DIXIE DR,HOUSTON,TX,77087,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2017-02-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
DIXIE STORAGE,"DIXIE PRO AUTO STORAGE, LLC",6624 DIXIE DR,HOUSTON,TX,77087,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2015-05-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
"DOCKSIDE LOGISTICS, LLC","DOCKSIDE LOGISTICS, LLC",7449 E OREM DR,HOUSTON,TX,77075,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2019-12-23T00:00:00.000,Supply Chain / Port Operations Business Continuity
DOCUMENT OUTSOURCE CONVERSION & STORAGE INC.,DOCUMENT OUTSOURCE CONVERSION & STORAGE INC.,5000 LAUREL CREEK WAY,HOUSTON,TX,77017,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2019-05-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
DOL CITY TRANSPORT LLC,DOL CITY TRANSPORT LLC,3030 SHADOWBRIAR DR APT 1011,HOUSTON,TX,77082,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2022-11-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
DOUBLE WORK TRADING LLC,DOUBLE WORK TRADING LLC,15115 MANORHILL DR,HOUSTON,TX,77062,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2025-06-16T00:00:00.000,Supply Chain / Port Operations Business Continuity
DRI LIMITED PARTNERSHIP,DRI LIMITED PARTNERSHIP,3500 BRITTMOORE RD,HOUSTON,TX,77043,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type PL,2006-02-08T00:00:00.000,Supply Chain / Port Operations Business Continuity
DUMPSTROS TRUCKING LLC,DUMPSTROS TRUCKING LLC,5715 LAURA KOPPE RD,HOUSTON,TX,77016,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-10-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
"DUPUY STORAGE HOUSTON, L.L.C.","DUPUY STORAGE HOUSTON, L.L.C.",7703 CANNON ST,HOUSTON,TX,77021,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2011-06-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
ECMM SERVICES INC.,ECMM SERVICES INC.,8845 FALLBROOK DR,HOUSTON,TX,77064,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2023-04-05T00:00:00.000,Supply Chain / Port Operations Business Continuity
ECONOMY TRANSPORTATION & LOGISTICS,"ECONOMY TRANSPORTATION & LOGISTICS, LLC",435 E ANDERSON RD,HOUSTON,TX,77047,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2018-09-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
EFFICIENCY INTERNATIONAL LLC,EFFICIENCY INTERNATIONAL LLC,3000 N SAM HOUSTON PKWY W STE 200,HOUSTON,TX,77038,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2026-02-13T00:00:00.000,Supply Chain / Port Operations Business Continuity
ELITE PRO SOLUTIONS,ELITE PRO SOLUTIONS LLC,6716 LONG DR,HOUSTON,TX,77087,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-05-02T00:00:00.000,Supply Chain / Port Operations Business Continuity
ENERGY TRANSFER MONT BELVIEU NGLS LP,ENERGY TRANSFER MONT BELVIEU NGLS LP,2929 ALLEN PARKWAY,HOUSTON,TX,77252,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Type PF,2003-08-29T00:00:00.000,Supply Chain / Port Operations Business Continuity
ENTERPRISE ORDER SOLUTIONS LLC,ENTERPRISE ORDER SOLUTIONS LLC,30 ESPLANADE BLVD STE 100,HOUSTON,TX,77060,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2024-07-03T00:00:00.000,Supply Chain / Port Operations Business Continuity
ENTERPRISE UNDERGROUND STORAGE OPERATING LLC,ENTERPRISE UNDERGROUND STORAGE OPERATING LLC,1100 LOUISIANA ST,HOUSTON,TX,77002,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Corporation / Corporate Entity,2026-09-08T00:00:00.000,Supply Chain / Port Operations Business Continuity
"ENVIO LOGISTICS, INC.","ENVIO LOGISTICS, INC.",9096 RAILWOOD DR STE B,HOUSTON,TX,77078,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2026-09-10T00:00:00.000,Supply Chain / Port Operations Business Continuity
EQUIPMENT STORAGE AND SERVICE,"EQUIPMENT STORAGE SERVICE, INC.",7226 NORTH LOOP E,HOUSTON,TX,77028,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,1997-01-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
"EXCLUSIVE MOBILE HOME TRANSPORT, LLC","EXCLUSIVE MOBILE HOME TRANSPORT, LLC",936 W LITTLE YORK RD,HOUSTON,TX,77091,484220,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2018-02-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
FAMILY FREIGHTERS LLC,FAMILY FREIGHTERS LLC,9639 HILLCROFT AVE UNIT 5207,HOUSTON,TX,77096,484122,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-03-27T00:00:00.000,Supply Chain / Port Operations Business Continuity
FEATHERLITE LOGISTICS LLC,FEATHERLITE LOGISTICS LLC,1210 HAHLO ST,HOUSTON,TX,77020,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2022-01-27T00:00:00.000,Supply Chain / Port Operations Business Continuity
FEDEX SUPPLY CHAIN INC,"FEDEX SUPPLY CHAIN, INC.",4501 BLALOCK RD,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2024-10-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
"FEDEX SUPPLY CHAIN, INC.","FEDEX SUPPLY CHAIN, INC.",9901 S WILCREST DR,HOUSTON,TX,77099,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2021-12-21T00:00:00.000,Supply Chain / Port Operations Business Continuity
"FEDEX SUPPLY CHAIN, INC.","FEDEX SUPPLY CHAIN, INC.",8801 FALLBROOK DR,HOUSTON,TX,77064,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2024-08-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
"FEDEX SUPPLY CHAIN, INC.","FEDEX SUPPLY CHAIN, INC.",10650 OKANELLA ST,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2024-10-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
"FEDEX SUPPLY CHAIN, INC.","FEDEX SUPPLY CHAIN, INC.",11445 COMPAQ CENTER WEST DR,HOUSTON,TX,77070,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2024-10-28T00:00:00.000,Supply Chain / Port Operations Business Continuity
"FEDEX SUPPLY CHAIN, INC.","FEDEX SUPPLY CHAIN, INC.",4949 WINFERN RD,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2021-12-13T00:00:00.000,Supply Chain / Port Operations Business Continuity
"FEDEX SUPPLY CHAIN, INC.","FEDEX SUPPLY CHAIN, INC.",7909 NORTHCOURT RD STE 100,HOUSTON,TX,77040,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2021-12-13T00:00:00.000,Supply Chain / Port Operations Business Continuity
"FEDEX SUPPLY CHAIN, INC.","FEDEX SUPPLY CHAIN, INC.",20510 HEMPSTEAD RD STE 100,HOUSTON,TX,77065,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Foreign Corporation (Out-of-State),2021-12-14T00:00:00.000,Supply Chain / Port Operations Business Continuity
FIRST DIVISION TRANSPORT INC.,FIRST DIVISION TRANSPORT INC.,12333 SOWDEN RD STE B # 972923,HOUSTON,TX,77080,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2026-01-12T00:00:00.000,Supply Chain / Port Operations Business Continuity
FIVE STAR AUTO STORAGE,PRIORITY TOWING INC,2105 NANCE ST,HOUSTON,TX,77020,493190,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2018-09-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
FLAGSHIP DISTRIBUTION,"NOW & FOREVER, INC",11601 ALIEF CLODINE RD,HOUSTON,TX,77082,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2020-09-04T00:00:00.000,Supply Chain / Port Operations Business Continuity
"FLASH HAULING, LLC","FLASH HAULING, LLC",10215 BEECHNUT ST APT 708,HOUSTON,TX,77072,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2022-10-17T00:00:00.000,Supply Chain / Port Operations Business Continuity
"FREEWAY LOGISTICS, INC.","FREEWAY LOGISTICS, INC.",8828 TAUB RD,HOUSTON,TX,77064,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2024-04-26T00:00:00.000,Supply Chain / Port Operations Business Continuity
FRESH FOOD & SUPPLY,JESUS R DE LEON,14225 FM 529 RD STE 14323,HOUSTON,TX,77041,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Type IS,2026-06-11T00:00:00.000,Supply Chain / Port Operations Business Continuity
G & M LOGISTICS LLC,G & M LOGISTICS LLC,2500 W MOUNT HOUSTON RD TRLR 13,HOUSTON,TX,77038,484110,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2026-04-18T00:00:00.000,Supply Chain / Port Operations Business Continuity
G4 SERVICES US CORP.,G4 SERVICES US CORP.,14830 TALCOTT ST STE D,HOUSTON,TX,77015,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Texas Corporation,2025-01-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
GDB GLOBAL TRANSPORT LLC,GDB GLOBAL TRANSPORT LLC,5751 GREEN ASH DR APT 636,HOUSTON,TX,77081,484121,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Limited Liability Company (LLC),2025-02-19T00:00:00.000,Supply Chain / Port Operations Business Continuity
GFB CORPORATION,GFB CORPORATION,13636 ALMEDA RD,HOUSTON,TX,77053,484230,"Transportation and Warehousing (Air, Rail, Trucking, Pipeline)",Texas Corporation,2015-05-11T00:00:00.000,Supply Chain / Port Operations Business Continuity
GLOBALFULFILLMENT,CHELSRY LLC,13810 HOLLISTER DR STE 170,HOUSTON,TX,77086,493110,"Transportation and Warehousing (Postal, Couriers, Warehousing)",Limited Liability Company (LLC),2024-06-06T00:00:00.000,Supply Chain / Port Operations Business Continuity
